track_name,artist_name,popularity,danceability,energy,key,loudness,acousticness,liveness,duration_ms,streaming_count,duration_minutes
SURFING A TSUNAMI,Future,50,1.0746908422139827,0.6918198782712472,0,-0.16938779819881253,-0.07777639276935304,0.45377719250569465,213699,790000,3.56165
Circadian Rhythm,Drake,79,0.28189417230970015,-0.3922761185392399,1,0.11543768565886874,-0.23165903912454952,-0.7488549746517169,126356,790000,2.105933333333333
LOST MY DOG,Future,48,-0.8573346558720835,-2.3322373759895845,7,-0.703302235167987,2.842048179098477,-0.31989063477391394,173737,820000,2.8956166666666667
Moonlit Floor (Kiss Me),LISA,89,0.5417182910178266,0.8173467831650932,5,0.7002900134677594,-0.4881301163832103,0.9976426948507662,155757,730000,2.59595
Lie To Girls,Sabrina Carpenter,78,0.06204299494128624,-1.305199063221755,5,-0.665698870726102,0.8376280676000208,1.4572473447198406,202001,810000,3.3666833333333335
Thick Of It (feat. Trippie Redd),KSI,81,-0.4242944580252068,1.0455775193357215,11,0.7584285485623049,-0.6901504110854171,1.1278640123136707,160842,760000,2.6807
Bad Dreams,Teddy Swims,85,0.36850221187907567,0.21253533231292698,8,0.09970294450942749,0.08794338022855089,-0.6630621066761563,184578,760000,3.0763
São Paulo (feat. Anitta),The Weeknd,85,-0.5175646544845343,0.09271419582334675,5,-0.21339173531165656,-0.830617647245545,-0.671488191923756,301623,740000,5.02705
No Face,Drake,78,1.341177117812061,0.2695930163555836,10,0.1917111766544652,-0.6889666984211462,-0.73736485840499,137143,820000,2.2857166666666666
DEVIL IS A LIE,Tommy Richman,79,1.680947119199611,-1.0883798638596573,9,-0.18538922987621048,-0.30662750786169657,-0.4960724172237259,130944,740000,2.1824
SKINNY,Billie Eilish,79,-2.669441329939015,-2.2295335447128015,9,-2.1071611743316896,1.741195401326687,-0.6354858276840119,219733,720000,3.6622166666666667
BABY I'M BACK,The Kid LAROI,82,-1.5635232862069908,0.571998741781667,11,0.3954627400133307,-0.9324169363728289,0.08609347261043514,171244,800000,2.8540666666666668
AY MAMÁ,Tito Double P,85,0.09535377939104604,0.6918198782712472,4,0.07463403488150439,0.4509485972715783,1.2810655622700287,163115,790000,2.718583333333333
WHISKEY WHISKEY (feat. Morgan Wallen),Moneybagg Yo,73,0.5750290754675864,0.3837083844408981,5,0.7464274748042565,-0.8882249969067211,-0.18200923981319167,161053,760000,2.6842166666666665
overseas,Ken Carson,76,-1.0905101470204022,0.8059352463565618,6,0.8451029701482098,-0.9830798384036166,-0.21264954980446335,141032,780000,2.3505333333333334
Taste,Sabrina Carpenter,81,0.12200240695085388,1.5248620652940426,0,0.6685538406409204,-0.6226787892219847,0.9516822298638588,157280,840000,2.6213333333333333
i like the way you kiss me,Artemas,82,-0.35101073223573526,1.730269727847608,11,0.6170825687452908,-0.9894797782084405,-0.7442589281530261,142515,780000,2.37525
Mamushi (feat. Yuki Chiba),Megan Thee Stallion,80,1.6010012365201876,-0.6376241599226654,1,0.4290657465358662,-0.8629724600689452,-0.7457909436525897,156988,850000,2.6164666666666667
Just Like Johnny,Redferrin,74,-0.4176323011352549,-0.1012819299216879,4,0.33999111019835176,-0.8874358551305407,-0.4271317197433648,199392,820000,3.3232
